Date	matchname	Gender	WinningTeam	Byrun	Bywicket	Overs	Team1	Team2	TossWinner	TossDecision	Venue	MatchId
2011-02-06	England in Australia ODI Series--1849	male	Australia	57.0		50	Australia	England	Australia	bat	Western Australia Cricket Association Ground	1849.0
2010-07-16	Bangladesh in Ireland ODI Series--1850	male	Bangladesh		6.0	50	Ireland	Bangladesh	Ireland	bat	Civil Service Cricket Club, Stormont	1850.0
2010-07-07	ICC World Cricket League Division One--1851	male	Ireland		5.0	50	Canada	Ireland	Canada	bat	VRA Ground	1851.0
2010-08-16	Afghanistan in Scotland ODI Series--1852	male	Afghanistan		9.0	50	Scotland	Afghanistan	Scotland	bat	Cambusdoon New Ground	1852.0
2010-08-17	Afghanistan in Scotland ODI Series--1853	male	Scotland		6.0	50	Scotland	Afghanistan	Afghanistan	bat	Cambusdoon New Ground	1853.0
2010-05-28	Zimbabwe Triangular Series--1854	male	Zimbabwe		6.0	50	Zimbabwe	India	India	bat	Queens Sports Club	1854.0
2010-05-30	Zimbabwe Triangular Series--1855	male	India		7.0	50	India	Sri Lanka	India	field	Queens Sports Club	1855.0
2010-06-01	Zimbabwe Triangular Series--1856	male	Sri Lanka		9.0	50	Zimbabwe	Sri Lanka	Sri Lanka	field	Queens Sports Club	1856.0
2010-06-03	Zimbabwe Triangular Series--1857	male	Zimbabwe		7.0	50	Zimbabwe	India	Zimbabwe	field	Harare Sports Club	1857.0
2010-06-05	Zimbabwe Triangular Series--1858	male	Sri Lanka		6.0	50	India	Sri Lanka	Sri Lanka	field	Harare Sports Club	1858.0
2010-06-07	Zimbabwe Triangular Series--1859	male	Zimbabwe		8.0	50	Zimbabwe	Sri Lanka	Zimbabwe	field	Harare Sports Club	1859.0
2010-06-09	Zimbabwe Triangular Series--1860	male	Sri Lanka		9.0	50	Zimbabwe	Sri Lanka	Sri Lanka	field	Harare Sports Club	1860.0
2010-06-15	Asia Cup--1861	male	Sri Lanka	16.0		50	Sri Lanka	Pakistan	Sri Lanka	bat	Rangiri Dambulla International Stadium	1861.0
2010-06-16	Asia Cup--1862	male	India		6.0	50	Bangladesh	India	Bangladesh	bat	Rangiri Dambulla International Stadium	1862.0
2010-06-18	Asia Cup--1863	male	Sri Lanka	126.0		50	Sri Lanka	Bangladesh	Sri Lanka	bat	Rangiri Dambulla International Stadium	1863.0
2010-06-19	Asia Cup--1864	male	India		3.0	50	India	Pakistan	Pakistan	bat	Rangiri Dambulla International Stadium	1864.0
2010-06-21	Asia Cup--1865	male	Pakistan	139.0		50	Bangladesh	Pakistan	Pakistan	bat	Rangiri Dambulla International Stadium	1865.0
2010-06-22	Asia Cup--1866	male	Sri Lanka		7.0	50	Sri Lanka	India	Sri Lanka	field	Rangiri Dambulla International Stadium	1866.0
2010-06-24	Asia Cup--1867	male	India	81.0		50	Sri Lanka	India	India	bat	Rangiri Dambulla International Stadium	1867.0
2010-08-10	Sri Lanka Triangular Series--1868	male	New Zealand	200.0		50	India	New Zealand	New Zealand	bat	Rangiri Dambulla International Stadium	1868.0
2010-08-16	Sri Lanka Triangular Series--1869	male	India		6.0	50	Sri Lanka	India	Sri Lanka	bat	Rangiri Dambulla International Stadium	1869.0
2010-08-13	Sri Lanka Triangular Series--1870	male	Sri Lanka		3.0	50	Sri Lanka	New Zealand	New Zealand	bat	Rangiri Dambulla International Stadium	1870.0
2010-08-25	Sri Lanka Triangular Series--1871	male	India	105.0		50	India	New Zealand	India	bat	Rangiri Dambulla International Stadium	1871.0
2010-08-22	Sri Lanka Triangular Series--1872	male	Sri Lanka		8.0	50	Sri Lanka	India	India	bat	Rangiri Dambulla International Stadium	1872.0
2010-08-28	Sri Lanka Triangular Series--1873	male	Sri Lanka	74.0		50	Sri Lanka	India	Sri Lanka	bat	Rangiri Dambulla International Stadium	1873.0
2010-10-29	Pakistan v South Africa ODI Series--1874	male	South Africa		8.0	50	Pakistan	South Africa	Pakistan	bat	Sheikh Zayed Stadium	1874.0
2010-10-31	Pakistan v South Africa ODI Series--1875	male	Pakistan		1.0	50	Pakistan	South Africa	South Africa	bat	Sheikh Zayed Stadium	1875.0
2010-11-02	Pakistan v South Africa ODI Series--1876	male	South Africa	2.0		50	Pakistan	South Africa	Pakistan	field	Dubai International Cricket Stadium	1876.0
2010-11-05	Pakistan v South Africa ODI Series--1877	male	Pakistan		1.0	50	Pakistan	South Africa	South Africa	bat	Dubai International Cricket Stadium	1877.0
2010-11-08	Pakistan v South Africa ODI Series--1878	male	South Africa	57.0		50	Pakistan	South Africa	South Africa	bat	Dubai International Cricket Stadium	1878.0
2010-10-15	Zimbabwe in South Africa ODI Series--1879	male	South Africa	64.0		50	South Africa	Zimbabwe	South Africa	bat	OUTsurance Oval	1879.0
2010-10-17	Zimbabwe in South Africa ODI Series--1880	male	South Africa		8.0	50	South Africa	Zimbabwe	Zimbabwe	bat	Senwes Park	1880.0
2010-10-22	Zimbabwe in South Africa ODI Series--1881	male	South Africa	272.0		50	South Africa	Zimbabwe	South Africa	bat	Willowmoore Park	1881.0
2011-01-12	India in South Africa ODI Series--1882	male	South Africa	135.0		50	South Africa	India	South Africa	bat	Kingsmead	1882.0
2011-01-15	India in South Africa ODI Series--1883	male	India	1.0		50	South Africa	India	India	bat	New Wanderers Stadium	1883.0
2011-01-18	India in South Africa ODI Series--1884	male	India		2.0	50	South Africa	India	South Africa	bat	Newlands	1884.0
2011-01-21	India in South Africa ODI Series--1885	male	South Africa	48.0		50	South Africa	India	South Africa	bat	St George's Park	1885.0
2011-01-23	India in South Africa ODI Series--1886	male	South Africa	33.0		50	South Africa	India	India	field	SuperSport Park	1886.0
2010-10-20	Australia in India ODI Series--1887	male	India		5.0	50	India	Australia	India	field	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1887.0
2010-08-18	Netherlands in Ireland ODI Series--1888	male	Ireland		9.0	50	Ireland	Netherlands	Netherlands	bat	Clontarf Cricket Club Ground	1888.0
2010-09-06	Ireland in Canada ODI Series--1889	male	Canada	4.0		50	Canada	Ireland	Ireland	bat	Toronto Cricket, Skating and Curling Club	1889.0
2011-01-31	West Indies in Sri Lanka ODI Series--1890	male	no result			50	Sri Lanka	West Indies	West Indies	bat	Sinhalese Sports Club Ground	1890.0
2011-02-03	West Indies in Sri Lanka ODI Series--1891	male	Sri Lanka		8.0	50	Sri Lanka	West Indies	Sri Lanka	field	Sinhalese Sports Club Ground	1891.0
2011-02-06	West Indies in Sri Lanka ODI Series--1892	male	Sri Lanka	26.0		50	Sri Lanka	West Indies	West Indies	field	Sinhalese Sports Club Ground	1892.0
2010-11-28	New Zealand in India ODI Series--1893	male	India	40.0		50	India	New Zealand	New Zealand	field	Nehru Stadium	1893.0
2010-12-01	New Zealand in India ODI Series--1894	male	India		8.0	50	India	New Zealand	India	field	Sawai Mansingh Stadium	1894.0
2010-12-04	New Zealand in India ODI Series--1895	male	India		9.0	50	India	New Zealand	India	field	Reliance Stadium	1895.0
2010-12-07	New Zealand in India ODI Series--1896	male	India		5.0	50	India	New Zealand	India	field	M Chinnaswamy Stadium	1896.0
2010-12-10	New Zealand in India ODI Series--1897	male	India		8.0	50	India	New Zealand	New Zealand	bat	MA Chidambaram Stadium, Chepauk	1897.0
2010-08-19	Sri Lanka Triangular Series--1898	male	no result			50	Sri Lanka	New Zealand	New Zealand	field	Rangiri Dambulla International Stadium	1898.0
2011-01-22	Pakistan in New Zealand ODI Series--1899	male	New Zealand		9.0	50	New Zealand	Pakistan	Pakistan	bat	Westpac Stadium	1899.0
2011-01-26	Pakistan in New Zealand ODI Series--1900	male	no result			50	New Zealand	Pakistan	New Zealand	field	Queenstown Events Centre	1900.0
2011-01-29	Pakistan in New Zealand ODI Series--1901	male	Pakistan	43.0		50	New Zealand	Pakistan	New Zealand	field	AMI Stadium	1901.0
2011-02-01	Pakistan in New Zealand ODI Series--1902	male	Pakistan		2.0	50	New Zealand	Pakistan	New Zealand	bat	McLean Park	1902.0
2011-02-03	Pakistan in New Zealand ODI Series--1903	male	Pakistan	41.0		50	New Zealand	Pakistan	New Zealand	field	Seddon Park	1903.0
2011-02-05	Pakistan in New Zealand ODI Series--1904	male	New Zealand	57.0		50	New Zealand	Pakistan	Pakistan	field	Eden Park	1904.0
2011-06-28	NatWest Series--1905	male	England	110.0		50	England	Sri Lanka	Sri Lanka	field	Kennington Oval	1905.0
2011-07-01	NatWest Series--1906	male	Sri Lanka	69.0		50	England	Sri Lanka	England	field	Headingley	1906.0
2011-07-03	NatWest Series--1907	male	Sri Lanka		6.0	50	England	Sri Lanka	England	bat	Lord's	1907.0
2011-07-06	NatWest Series--1908	male	England		10.0	50	England	Sri Lanka	England	field	Trent Bridge	1908.0
